Student_ID,Course_Code,Mark,Assessment_Date,Academic_Year,Semester,Attendance_Rate,Source_Campus_File_x,Campus_ID,Dataset_Type_x,Mark_scaled,Attendance_Rate_scaled,Campus_Name_Huye,Campus_Name_Kigali,Campus_Name_Musanze,Assessment_Type_CAT,Assessment_Type_Formative,Assessment_Type_Summative,Performance_Band,Full_Name,Gender,DOB,Program,Level,Intake_Year,Source_Campus_File_y,Campus_Name_x,Dataset_Type_y,Course_Title,Credits,Source_Campus_File,Campus_Name_y,Dataset_Type
KIG-25131,CS103,88.0,2023-01-25,2024/2025,2,0.8,Kigaliassessmentscsv,KIG-25,assessments,2.3882529913159223,0.1097662002714234,0,1,0,1,0,0,Distinction,Alice Mukamana,Female,2024-01-10,DATA SCIENCE,1,2023,Kigalistudentscsv,Kigali,students,Cyber security,3.0,Kigalicoursescsv,Kigali,courses
KIG-25133,CS102,79.0,2024-11-16,2024/2025,1,0.6,Kigaliassessmentscsv,KIG-25,assessments,1.4128488847296283,-1.1982810196297042,0,1,0,0,0,1,Credit,Eric Habimana,Female,2024-01-10,COMPUTER SCIENCE,3,2022,Kigalistudentscsv,Kigali,students,Databases,4.0,Kigalicoursescsv,Kigali,courses
KIG-25105,CS104,64.33333333333333,2023-01-25,2024/2025,2,0.8,Kigaliassessmentscsv,KIG-25,assessments,-0.1766985482258142,0.1097662002714234,0,1,0,0,0,1,Pass,Bob Habimana,Female,2024-11-10,DATA SCIENCE,3,2023,Kigalistudentscsv,Kigali,students,Machine Learning,4.0,Kigalicoursescsv,Kigali,courses
KIG-25110,CS103,66.0,2023-01-25,2024/2025,1,0.8,Kigaliassessmentscsv,KIG-25,assessments,0.0039318418827592,0.1097662002714234,0,1,0,1,0,0,Credit,Bob Uwimana,Male,2024-01-10,COMPUTER SCIENCE,1,2023,Kigalistudentscsv,Kigali,students,Cyber security,3.0,Kigalicoursescsv,Kigali,courses
KIG-25119,CS104,64.33333333333333,2023-01-25,2024/2025,2,0.6,Kigaliassessmentscsv,KIG-25,assessments,-0.1766985482258142,-1.1982810196297042,0,1,0,1,0,0,Pass,Claudine Niyonsenga,Female,2024-09-11,SOFTWARE ENG,2,2023,Kigalistudentscsv,Kigali,students,Machine Learning,4.0,Kigalicoursescsv,Kigali,courses
KIG-25120,CS102,79.0,2023-05-08,2024/2025,1,0.6,Kigaliassessmentscsv,KIG-25,assessments,1.4128488847296283,-1.1982810196297042,0,1,0,0,0,1,Credit,Eric Habimana,Female,2024-01-10,SOFTWARE ENG,1,2023,Kigalistudentscsv,Kigali,students,Databases,4.0,Kigalicoursescsv,Kigali,courses
KIG-25131,CS103,44.0,2024-01-04,2024/2025,1,0.8,Kigaliassessmentscsv,KIG-25,assessments,-2.380389307550404,0.1097662002714234,0,1,0,0,1,0,Fail,Alice Mukamana,Female,2024-01-10,DATA SCIENCE,1,2023,Kigalistudentscsv,Kigali,students,Cyber security,3.0,Kigalicoursescsv,Kigali,courses
KIG-25103,CS102,79.0,2023-01-25,2024/2025,2,0.8,Kigaliassessmentscsv,KIG-25,assessments,1.4128488847296283,0.1097662002714234,0,1,0,0,0,1,Credit,Jean Nsabimana,Female,2024-06-08,INFORMATION TECH,3,2023,Kigalistudentscsv,Kigali,students,Databases,4.0,Kigalicoursescsv,Kigali,courses
KIG-25135,CS102,79.0,2024-07-28,2024/2025,1,0.6,Kigaliassessmentscsv,KIG-25,assessments,1.4128488847296283,-1.1982810196297042,0,1,0,0,1,0,Credit,Patrick Mukamana,Male,2024-01-10,SOFTWARE ENG,1,2024,Kigalistudentscsv,Kigali,students,Databases,4.0,Kigalicoursescsv,Kigali,courses
KIG-25103,CS104,64.33333333333333,2023-01-25,2024/2025,1,1.0,Kigaliassessmentscsv,KIG-25,assessments,-0.1766985482258142,1.4178134201725503,0,1,0,1,0,0,Pass,Jean Nsabimana,Female,2024-06-08,INFORMATION TECH,3,2023,Kigalistudentscsv,Kigali,students,Machine Learning,4.0,Kigalicoursescsv,Kigali,courses
KIG-25123,CS101,59.5,2023-01-25,2024/2025,2,0.8,Kigaliassessmentscsv,KIG-25,assessments,-0.7005266795406753,0.1097662002714234,0,1,0,0,1,0,Pass,Claudine Uwimana,Male,2024-01-10,COMPUTER SCIENCE,1,2022,Kigalistudentscsv,Kigali,students,Programming,3.0,Kigalicoursescsv,Kigali,courses
KIG-25109,CS104,64.33333333333333,2023-06-24,2024/2025,2,1.0,Kigaliassessmentscsv,KIG-25,assessments,-0.1766985482258142,1.4178134201725503,0,1,0,0,0,1,Pass,Aline Mukamana,Female,2024-01-10,INFORMATION TECH,2,2024,Kigalistudentscsv,Kigali,students,Machine Learning,4.0,Kigalicoursescsv,Kigali,courses
KIG-25124,CS102,79.0,2023-10-18,2024/2025,1,0.8,Kigaliassessmentscsv,KIG-25,assessments,1.4128488847296283,0.1097662002714234,0,1,0,1,0,0,Credit,Aline Uwimana,Female,2023-11-10,SOFTWARE ENG,3,2023,Kigalistudentscsv,Kigali,students,Databases,4.0,Kigalicoursescsv,Kigali,courses
KIG-25104,CS104,73.0,2023-01-25,2024/2025,1,0.6,Kigaliassessmentscsv,KIG-25,assessments,0.7625794803387657,-1.1982810196297042,0,1,0,0,0,1,Credit,Aline Habimana,Male,2024-01-10,DATA SCIENCE,1,2023,Kigalistudentscsv,Kigali,students,Machine Learning,4.0,Kigalicoursescsv,Kigali,courses
KIG-25136,CS104,64.33333333333333,2023-01-25,2024/2025,1,1.0,Kigaliassessmentscsv,KIG-25,assessments,-0.1766985482258142,1.4178134201725503,0,1,0,0,1,0,Pass,Bob Habimana,Female,2024-01-10,COMPUTER SCIENCE,3,2023,Kigalistudentscsv,Kigali,students,Machine Learning,4.0,Kigalicoursescsv,Kigali,courses
MUS-27131,CS101,53.0,2023-09-12,2024/2025,2,1.0,Musanzeassessmentscsv,MUS-27,assessments,-1.4049852009641095,1.4178134201725503,0,0,1,0,1,0,Pass,Bob Habimana,Male,2023-02-06,DATA SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27139,CS104,53.0,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,-1.4049852009641095,0.1097662002714234,0,0,1,0,1,0,Pass,Patrick Uwimana,Male,2023-02-06,INFORMATION TECH,3,2024,Musanzestudentscsv,Musanze,students,Machine Learning,4.0,Musanzecoursescsv,Musanze,courses
MUS-27114,CS101,59.6,2023-06-20,2024/2025,1,1.0,Musanzeassessmentscsv,MUS-27,assessments,-0.6896888561341608,1.4178134201725503,0,0,1,1,0,0,Pass,Alice Habimana,Male,2023-02-06,SOFTWARE ENG,1,2024,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27113,CS103,68.0,2023-06-20,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,-1.1982810196297042,0,0,1,0,1,0,Credit,Jean Nsabimana,Female,2023-02-06,COMPUTER SCIENCE,3,2024,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27109,CS104,53.0,2024-08-22,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,-1.4049852009641095,-1.1982810196297042,0,0,1,1,0,0,Pass,Jean Niyonsenga,Male,2023-02-06,DATA SCIENCE,1,2022,Musanzestudentscsv,Musanze,students,Machine Learning,4.0,Musanzecoursescsv,Musanze,courses
MUS-27115,CS101,59.6,2023-06-20,2024/2025,2,1.0,Musanzeassessmentscsv,MUS-27,assessments,-0.6896888561341608,1.4178134201725503,0,0,1,0,1,0,Pass,Eric Mukamana,Female,2023-02-06,SOFTWARE ENG,3,2024,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27102,CS102,71.0,2023-07-12,2024/2025,1,0.8,Musanzeassessmentscsv,MUS-27,assessments,0.5458230122084781,0.1097662002714234,0,0,1,0,0,1,Credit,Alice Habimana,Female,2023-02-06,COMPUTER SCIENCE,2,2024,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27121,CS102,63.0,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,0.1097662002714234,0,0,1,0,0,1,Pass,Patrick Habimana,Male,2023-02-06,INFORMATION TECH,2,2024,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27139,CS104,53.0,2023-06-20,2024/2025,1,0.8,Musanzeassessmentscsv,MUS-27,assessments,-1.4049852009641095,0.1097662002714234,0,0,1,0,0,1,Pass,Patrick Uwimana,Male,2023-02-06,INFORMATION TECH,3,2024,Musanzestudentscsv,Musanze,students,Machine Learning,4.0,Musanzecoursescsv,Musanze,courses
MUS-27138,CS102,84.0,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,1.954740055055347,0.1097662002714234,0,0,1,1,0,0,Distinction,Patrick Niyonsenga,Male,2023-02-06,DATA SCIENCE,2,2023,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27116,CS103,68.0,2023-06-20,2024/2025,1,0.8,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,0.1097662002714234,0,0,1,0,1,0,Credit,Bob Niyonsenga,Male,2023-08-04,INFORMATION TECH,1,2023,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27131,CS102,63.0,2023-06-20,2024/2025,1,0.8,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,0.1097662002714234,0,0,1,1,0,0,Pass,Bob Habimana,Male,2023-02-06,DATA SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27117,CS101,79.0,2024-09-18,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,1.4128488847296283,0.1097662002714234,0,0,1,1,0,0,Credit,Bob Habimana,Male,2023-02-06,INFORMATION TECH,1,2023,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27135,CS102,63.0,2023-06-20,2024/2025,1,1.0,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,1.4178134201725503,0,0,1,0,0,1,Pass,Patrick Niyonsenga,Female,2023-02-06,INFORMATION TECH,2,2023,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27126,CS103,68.0,2024-07-15,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,-1.1982810196297042,0,0,1,0,0,1,Credit,Bob Mukamana,Male,2023-02-06,DATA SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27101,CS101,59.6,2023-06-20,2024/2025,2,0.6,Musanzeassessmentscsv,MUS-27,assessments,-0.6896888561341608,-1.1982810196297042,0,0,1,1,0,0,Pass,Bob Habimana,Female,2023-02-06,COMPUTER SCIENCE,2,2023,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27127,CS101,44.0,2023-06-20,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,-2.380389307550404,-1.1982810196297042,0,0,1,0,0,1,Fail,Eric Nsabimana,Male,2023-02-06,DATA SCIENCE,1,2024,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27131,CS103,68.0,2023-06-20,2024/2025,1,0.8,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,0.1097662002714234,0,0,1,0,0,1,Credit,Bob Habimana,Male,2023-02-06,DATA SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27103,CS101,71.0,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,0.5458230122084781,0.1097662002714234,0,0,1,1,0,0,Credit,Claudine Niyonsenga,Female,2023-02-06,DATA SCIENCE,1,2024,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27101,CS103,68.0,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,0.1097662002714234,0,0,1,0,1,0,Credit,Bob Habimana,Female,2023-02-06,COMPUTER SCIENCE,2,2023,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27131,CS102,63.0,2023-06-20,2024/2025,2,1.0,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,1.4178134201725503,0,0,1,1,0,0,Pass,Bob Habimana,Male,2023-02-06,DATA SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27138,CS102,63.0,2023-06-20,2024/2025,1,0.8,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,0.1097662002714234,0,0,1,0,0,1,Pass,Patrick Niyonsenga,Male,2023-02-06,DATA SCIENCE,2,2023,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27107,CS104,53.0,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,-1.4049852009641095,0.1097662002714234,0,0,1,1,0,0,Pass,Grace Mukamana,Male,2023-02-06,DATA SCIENCE,2,2022,Musanzestudentscsv,Musanze,students,Machine Learning,4.0,Musanzecoursescsv,Musanze,courses
MUS-27126,CS104,53.0,2023-06-20,2024/2025,1,0.8,Musanzeassessmentscsv,MUS-27,assessments,-1.4049852009641095,0.1097662002714234,0,0,1,0,1,0,Pass,Bob Mukamana,Male,2023-02-06,DATA SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Machine Learning,4.0,Musanzecoursescsv,Musanze,courses
MUS-27128,CS101,59.6,2023-06-20,2024/2025,1,1.0,Musanzeassessmentscsv,MUS-27,assessments,-0.6896888561341608,1.4178134201725503,0,0,1,0,1,0,Pass,Patrick Habimana,Female,2023-02-06,COMPUTER SCIENCE,3,2024,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27105,CS102,63.0,2023-06-20,2024/2025,1,0.8,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,0.1097662002714234,0,0,1,1,0,0,Pass,Grace Mukamana,Male,2023-02-06,SOFTWARE ENG,1,2024,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27125,CS104,53.0,2023-06-20,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,-1.4049852009641095,-1.1982810196297042,0,0,1,0,1,0,Pass,Grace Uwimana,Male,2023-02-06,COMPUTER SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Machine Learning,4.0,Musanzecoursescsv,Musanze,courses
MUS-27100,CS102,64.0,2023-06-20,2024/2025,2,1.0,Musanzeassessmentscsv,MUS-27,assessments,-0.2128246262475283,1.4178134201725503,0,0,1,0,0,1,Pass,Claudine Niyonsenga,Male,2023-12-29,COMPUTER SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27105,CS101,51.0,2023-06-20,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,-1.621741669094397,-1.1982810196297042,0,0,1,0,0,1,Pass,Grace Mukamana,Male,2023-02-06,SOFTWARE ENG,1,2024,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27119,CS102,63.0,2023-06-20,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,-1.1982810196297042,0,0,1,1,0,0,Pass,Eric Nsabimana,Male,2023-02-06,SOFTWARE ENG,1,2022,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27136,CS102,41.0,2023-06-20,2024/2025,1,1.0,Musanzeassessmentscsv,MUS-27,assessments,-2.705524009745835,1.4178134201725503,0,0,1,1,0,0,Fail,Aline Uwimana,Male,2023-02-06,COMPUTER SCIENCE,2,2024,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27105,CS102,63.0,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,0.1097662002714234,0,0,1,0,1,0,Pass,Grace Mukamana,Male,2023-02-06,SOFTWARE ENG,1,2024,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27117,CS101,59.6,2023-06-20,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,-0.6896888561341608,-1.1982810196297042,0,0,1,0,0,1,Pass,Bob Habimana,Male,2023-02-06,INFORMATION TECH,1,2023,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27124,CS103,68.0,2023-06-20,2024/2025,1,0.8,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,0.1097662002714234,0,0,1,0,0,1,Credit,Aline Niyonsenga,Male,2023-02-06,DATA SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27122,CS101,59.6,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,-0.6896888561341608,0.1097662002714234,0,0,1,0,0,1,Pass,Patrick Uwimana,Female,2023-02-06,INFORMATION TECH,2,2024,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27129,CS103,68.0,2023-06-20,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,-1.1982810196297042,0,0,1,0,0,1,Credit,Eric Habimana,Male,2023-08-09,COMPUTER SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27119,CS103,68.0,2023-06-20,2024/2025,1,1.0,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,1.4178134201725503,0,0,1,1,0,0,Credit,Eric Nsabimana,Male,2023-02-06,SOFTWARE ENG,1,2022,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27117,CS103,68.0,2023-06-20,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,-1.1982810196297042,0,0,1,0,0,1,Credit,Bob Habimana,Male,2023-02-06,INFORMATION TECH,1,2023,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27112,CS103,68.0,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,0.1097662002714234,0,0,1,0,0,1,Credit,Grace Uwimana,Male,2023-02-06,COMPUTER SCIENCE,2,2023,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27110,CS102,55.0,2023-06-20,2024/2025,2,0.6,Musanzeassessmentscsv,MUS-27,assessments,-1.188228732833822,-1.1982810196297042,0,0,1,0,0,1,Pass,Bob Habimana,Female,2023-02-06,COMPUTER SCIENCE,2,2022,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27124,CS102,63.0,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,0.1097662002714234,0,0,1,0,1,0,Pass,Aline Niyonsenga,Male,2023-02-06,DATA SCIENCE,3,2022,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27105,CS104,53.0,2023-06-20,2024/2025,2,0.6,Musanzeassessmentscsv,MUS-27,assessments,-1.4049852009641095,-1.1982810196297042,0,0,1,0,1,0,Pass,Grace Mukamana,Male,2023-02-06,SOFTWARE ENG,1,2024,Musanzestudentscsv,Musanze,students,Machine Learning,4.0,Musanzecoursescsv,Musanze,courses
MUS-27108,CS104,53.0,2023-06-20,2024/2025,2,0.6,Musanzeassessmentscsv,MUS-27,assessments,-1.4049852009641095,-1.1982810196297042,0,0,1,0,1,0,Pass,Alice Nsabimana,Male,2023-02-23,DATA SCIENCE,2,2023,Musanzestudentscsv,Musanze,students,Machine Learning,4.0,Musanzecoursescsv,Musanze,courses
MUS-27127,CS102,63.0,2023-06-20,2024/2025,1,1.0,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,1.4178134201725503,0,0,1,0,0,1,Pass,Eric Nsabimana,Male,2023-02-06,DATA SCIENCE,1,2024,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27111,CS101,59.6,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,-0.6896888561341608,0.1097662002714234,0,0,1,1,0,0,Pass,Aline Mukamana,Male,2023-07-13,SOFTWARE ENG,3,2023,Musanzestudentscsv,Musanze,students,Programming,3.0,Musanzecoursescsv,Musanze,courses
MUS-27138,CS103,68.0,2023-06-20,2024/2025,2,0.6,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,-1.1982810196297042,0,0,1,0,1,0,Credit,Patrick Niyonsenga,Male,2023-02-06,DATA SCIENCE,2,2023,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27123,CS103,68.0,2023-06-20,2024/2025,2,0.8,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,0.1097662002714234,0,0,1,0,1,0,Credit,Claudine Nsabimana,Male,2023-02-06,COMPUTER SCIENCE,1,2023,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27103,CS103,68.0,2023-06-20,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,-1.1982810196297042,0,0,1,0,0,1,Credit,Claudine Niyonsenga,Female,2023-02-06,DATA SCIENCE,1,2024,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
MUS-27133,CS102,63.0,2023-12-29,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,-0.321202860312672,-1.1982810196297042,0,0,1,0,0,1,Pass,Bob Uwimana,Female,2023-02-06,INFORMATION TECH,2,2023,Musanzestudentscsv,Musanze,students,Databases,4.0,Musanzecoursescsv,Musanze,courses
MUS-27105,CS103,68.0,2023-06-20,2024/2025,1,0.6,Musanzeassessmentscsv,MUS-27,assessments,0.2206883100130468,-1.1982810196297042,0,0,1,1,0,0,Credit,Grace Mukamana,Male,2023-02-06,SOFTWARE ENG,1,2024,Musanzestudentscsv,Musanze,students,Cyber security,3.0,Musanzecoursescsv,Musanze,courses
